,Sr No,Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentnType,AmountUSD,Remarks
2374,2375,10/30/2015,Niki.ai,Artificial Intelligence Ecommerce Chatbot,,Bengaluru,Unilazer Ventures,Seed Funding,nan,
2375,2376,10/30/2015,Instavans,Truck Aggregator & Logistics service,,Bengaluru,Suresh Vaswani,Seed Funding,nan,
2376,2377,10/30/2015,LiftO,Ridesharing Mobile app,,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,"1,30,000",
2377,2378,10/30/2015,TinyOwl,Food Discovery & Delivery Mobile app,,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,"75,00,000",Series B
2378,2379,10/30/2015,Toppr.com,Competitive exam learning platform,,Mumbai,InnoVen Capital,Private Equity,"20,00,000",Series C
2379,2380,10/30/2015,Kleeto,Document Digitization platform,,Gurgaon,GREX,Seed Funding,"2,30,000",pre-Series A
2380,2381,10/30/2015,BeaconsTalk,proximity marketing & Mobile Advertising platform,,Mumbai,Puneet Bhatia & others,Seed Funding,"80,000",
2381,2382,10/31/2015,Jugnoo,Autorickshaw Aggregator & Booking platform,,Chandigarh,Paytm,Private Equity,"1,00,00,000",Series B
2382,2383,1/9/2015,TOFlo,FinTech Startup Incubation platform,,Mumbai,Tania Johny Palathinkal,Seed Funding,"1,00,000",
2383,2384,1/9/2015,FXMartIndia,Payment Services platform,,Chandigarh,Flipkart,Private Equity,nan,Strategic Investment (Majority Stake)
2384,2385,1/9/2015,Stylecracker,Personalized Styling platform,,Mumbai,Group of HNI investors,Private Equity,"10,00,000",Series A
2385,2386,1/9/2015,Luxuryhues,Luxury goods\\xc2\\xa0 Shopping Platform,,Gurgaon,Reliance Capital,Private Equity,"9,00,000",Series A
2386,2387,2/9/2015,HolaChef,Food Delivery Platform,,Mumbai,Ratan Tata,Private Equity,nan,Part of Series A raised in June 2015
2387,2388,2/9/2015,Zivame,Online Lingerie Marketplace,,Bengaluru,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,"4,00,00,000",Series C
2388,2389,2/9/2015,Capillary Tech,Cloud software solutions,,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,"4,50,00,000",Series D
2389,2390,3/9/2015,Jobspire,Job Search Platform,,Bengaluru,Purvi Capital,Seed Funding,"2,60,000",
2390,2391,3/9/2015,MeraDoctor,Doctor consultancy Mobile App,,Mumbai,India Quotient & other investors,Seed Funding,nan,
2391,2392,3/9/2015,Vistaar Finance,Small Business Financing (NBFC),,Bengaluru,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private Equity,"4,00,00,000",
2392,2393,3/9/2015,HiJinny,Beauty & Wellness Services Marketplace,,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed Funding,nan,
2393,2394,4/9/2015,Clapsnslaps,Online Movie Review Platform,,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,"1,50,000",
2394,2395,4/9/2015,Blubox,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,,Mumbai,Ashish Jhalani,Seed Funding,"1,00,000",
2395,2396,4/9/2015,RoomCentral,Cloud-based Hotel Booking Platform,,Bengaluru,Karanpal Singh,Seed Funding,"20,00,000",
2396,2397,7/9/2015,YouthKiAwaaz,Community Driven News/Views Platform,,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,"6,00,000",
2397,2398,7/9/2015,Prozo,Study Material Marketplace,,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,"2,05,000",
2398,2399,7/9/2015,Zomato,Restaurant Ratings & Reviews platform,,Gurgaon,"Temasek, Vy Capital",Private Equity,"6,00,00,000",Late Stage
2399,2400,7/9/2015,Sahayog Dairy,Dairy Based Product Manufacturer,,Bhopal,Acumen Fund,Private Equity,"18,00,000",Series A
2400,2401,8/9/2015,MockBank,Government Test Preparation platform,,Bengaluru,Blume Ventures,Seed Funding,"4,00,000",
2401,2402,8/9/2015,ReportBee,Smart Report Cards for Schools,,Chennai,India Educational Investment Fund,Seed Funding,nan,
2402,2403,8/9/2015,GuruG Learning,Teacher empowerment platform,,Bengaluru,India Educational Investment Fund,Seed Funding,nan,
2403,2404,10/9/2015,OnlineTyari,Multilingual Test Preparation Platform,,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,"7,70,000",Series A
2404,2405,10/9/2015,IndustryBuying,Industrial Tools Marketplace,,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,"92,00,000",Series B
2405,2406,10/9/2015,The/Nudge Foundation,Non Profit Organization to alleviate poverty,,Bengaluru,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,"3,15,000",
2406,2407,11/9/2015,FitMeIn,Gym & Fitness Studios Subscription platform,,New Delhi,Green House Ventures,Seed Funding,"1,00,000",
2407,2408,11/9/2015,Envoged,pre-used luxury item Marketplace,,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Funding,nan,
2408,2409,11/9/2015,Zapyle,pre-used apparel shopping mobile app,,Bengaluru,,Seed Funding,"10,00,000",
2409,2410,11/9/2015,Renomania,Home Design & D\\xc3\\xa9cor platform,,New Delhi,Subodh Gupta,Seed Funding,nan,
2410,2411,12/9/2015,CredR,Used Vehicles Marketplace,,Mumbai,Eight Road Ventures,Private Equity,"1,50,00,000",Series A
2411,2412,12/9/2015,YatraGenie,Online Bus & Cab ticketing platform,,Hyderabad,Ash Bhardwaj,Private Equity,nan,Series A
2412,2413,9/14/2015,CanvasFlip,Mobile App testing platform,,Hyderabad,Bessemer Venture Partners,Seed Funding,"12,00,000",
2413,2414,9/14/2015,Shadowfax,Hyperlocal Delivery Services,,Gurgaon,Eight Roads Ventures,Private Equity,"90,00,000",Series A
2414,2415,9/14/2015,UE Life Sciences,Early Cancer Detection Solutions,,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,"30,00,000",Series A
2415,2416,9/14/2015,Ola Cabs,Cab rental Mobile app,,Bengaluru,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,"22,50,00,000",Late Stage
2416,2417,9/15/2015,Coverfox,Online Insurance Distribution Platform,,Mumbai,Cataraman Ventures,Private Equity,"20,00,000",Part of $12M Series B funding
2417,2418,9/15/2015,MoEngage,Mobile Marketing Automation Platform,,Bengaluru,"Helion Venture Partners, Exfinity Ventures",Private Equity,"42,50,000",Series A
2418,2419,9/15/2015,Mubble,Prepaid Mobile Bill Manager App,,Bengaluru,Nandan Nilekani,Seed Funding,nan,
2419,2420,9/15/2015,Tea Trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,"10,00,000",
2420,2421,9/15/2015,Room on Call,Branded Budget Hotel Marketplace,,Noida,Payal Syal,Seed Funding,"3,00,000",
2421,2422,9/15/2015,FYNE,Home Fitting & Fixtures Marketplace,,Bengaluru,Sandeep Dama & Others,Seed Funding,nan,Pre-Series A
2422,2423,9/16/2015,ChaiPoint,Food Subscription platform,,Bengaluru,Eight Roads Ventures,Private Equity,"1,00,00,000",Series A
2423,2424,9/16/2015,WedmeGood.com,Wedding Planning Platform,,Gurgaon,Indian Angel Network,Seed Funding,"4,10,000",
2424,2425,9/16/2015,XSTOK,B2B Mobile Auction Marketplace,,Mumbai,Oliphans Capital,Seed Funding,"4,50,000",
2425,2426,9/17/2015,UniLog,ECommerce Data Analytics Platform,,Bengaluru,Kalaari Capital,Private Equity,nan,
2426,2427,9/17/2015,Paintcollar,Designer Merchandize Marketplace,,Mumbai,Applyifi,Seed Funding,nan,Bridge Funding
2427,2428,9/17/2015,YepMe,Private label Fashion eTailer,,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,"7,50,00,000",Series D
2428,2429,9/17/2015,Bueno,Online Food ordering & delivery,,Gurgaon,High Networth Individuals (No details),Seed Funding,"6,00,000",
2429,2430,9/18/2015,Plabro,Real Estate Broker Platform App,,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,"3,50,000",
2430,2431,9/18/2015,CureJoy,Online Health & Wellness platform,,Bengaluru,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,"11,50,000",Pre-Series A
2431,2432,9/18/2015,Briston Technomach,Internet of Things platform,,New Delhi,Undisclosed Investors,Seed Funding,"1,50,000",
2432,2433,9/18/2015,LabStreet,Diagnostic Labs aggregator platform,,Gurgaon,Multiple investors,Seed Funding,"1,50,000",
2433,2434,9/19/2015,DailyNinja,Hyperlocal Delivery Platform,,Bengaluru,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed Funding,nan,
2434,2435,9/21/2015,Portea Medical,Home Medical Care Services,,Bengaluru,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,"3,75,00,000",
2435,2436,9/21/2015,Neotrade Analytics,Real-Time stock data platform,,Bengaluru,Rainmatter,Seed Funding,"2,35,000",
2436,2437,9/21/2015,DishCo,Food discovery & table booking app,,Mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed Funding,nan,
2437,2438,9/21/2015,LafaLafa,coupons and cashback aggregator app,,Mumbai,500 Startups,Seed Funding,"1,25,000",thru Accelerator
2438,2439,9/21/2015,ConnectAbank,Financial Products lead generation platform,,Mumbai,Prakhar Bumb,Seed Funding,nan,
2439,2440,9/22/2015,VillFarm,Sustainable Agri-inputs Firm,,Bengaluru,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed Funding,nan,
2440,2441,9/22/2015,Bestdealfinance,Financial Services Portal,,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,"30,00,000",Series A
2441,2442,9/22/2015,GameXS.in,Pre-owned games Marketplace,,New Delhi,Lead Angels,Seed Funding,nan,
2442,2443,9/22/2015,The Man Company,Content-based Subscription eCommerce platform,,New Delhi,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",Seed Funding,nan,
2443,2444,9/22/2015,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",,Bengaluru,Swarnim Multiventures,Private Equity,"8,00,000",Pre-Series A
2444,2445,9/22/2015,Furdo,Online Interior Designing platform,,Bengaluru,Bhavdeep Reddy,Seed Funding,"4,00,000",
2445,2446,9/22/2015,LogiNext,End-to-end Logistics platform,,Mumbai,Paytm,Private Equity,"1,00,00,000",Series A
2446,2447,9/22/2015,Korra,Private Label Apparel sales,,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,"3,00,000",
2447,2448,9/23/2015,Credihealth,Healthcare Consulting platform,,Gurgaon,Rajat Malhotra,Seed Funding,nan,
2448,2449,9/23/2015,Amigobulls,Stock Market Portal,,Bengaluru,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed Funding,nan,
2449,2450,9/23/2015,SilverPush,Cross-device retargeting platform,,Gurgaon / SFO,M&S Partners,Private Equity,"12,00,000",Series A
2450,2451,9/23/2015,Juggernaut,Digital & Physical Publishing platform,,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,"22,50,000",Series A
2451,2452,9/23/2015,InnerChef,Food Delivery Platform,,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,"17,50,000",pre-Series A
2452,2453,9/24/2015,Quintype,Data Driven Publishing platform,,Bengaluru,Raghav Bahl,Private Equity,"33,00,000",
2453,2454,9/24/2015,Capabiliti,Employee OnBoarding & Orientation platform,,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,"4,00,000",
2454,2455,9/24/2015,Fourth Partner Energy,Solar Power Solutions company,,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,"20,00,000",Series A
2455,2456,9/24/2015,Licious,Online Meat Ordering platform,,Bengaluru,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,"10,00,000",
2456,2457,9/25/2015,TravelKhana,online meal-booking platform for train travelers,,New Delhi,Astarc Ventures & Others,Seed Funding,nan,Pre-Series A
2457,2458,9/28/2015,Quickli,hyperlocal delivery platform,,New Delhi,"500 Startups, Mato Peric & Others",Seed Funding,nan,
2458,2459,9/28/2015,Ola Cabs,Cab Booking app platform,,Bengaluru,Didi Kuaidi,Private Equity,"3,00,00,000",late Stage (part of $500M funding rnd)
2459,2460,9/29/2015,Paytm,E-Commerce & M-Commerce platform,,New Delhi,"Alibaba Group, Ant Financial",Private Equity,"68,00,00,000",Late Stage (Alibaba @ 40% equity)
2460,2461,9/29/2015,Inmobi,Mobile Advertising platform,,Bengaluru,Tennenbaum Capital Partners & Others,Private Equity,"10,00,00,000",Late Stage
2461,2462,9/29/2015,Peppertap,Hyperlocal Grocery Delivery,,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,"3,60,00,000",Series B
2462,2463,9/29/2015,Hugefly,Ecommerce Product recommendation platform,,Pune,Mayank Singhal and others,Seed Funding,nan,
2463,2464,9/29/2015,Brigge,Activity Based Social Network,,Chennai,The Chennai Angels,Seed Funding,nan,
2464,2465,9/29/2015,Zakoopi,Fashion Discovery platform,,New Delhi,Uniqorn Ventures,Seed Funding,"3,50,000",
2465,2466,9/29/2015,LoanCircle,Consumer lending marketplace,,Bengaluru,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,nan,
2466,2467,9/30/2015,Infoworks,Big Data Management Platform,,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,"50,00,000",
2467,2468,9/30/2015,RedDoorz,Budget Accommodation Platform,,Noida,Jungle Ventures,Seed Funding,"10,00,000",
2468,2469,9/30/2015,FirstTouch,Local Mobile OS,,Gurgaon,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,nan,Super angel round
2469,2470,9/30/2015,Eywa Media,Digital Signal processing platform,,Bengaluru,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,"10,00,000",
2470,2471,1/8/2015,Snapdeal,Ecommerce Marketplace,,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,"50,00,00,000",Late Stage Round 7th (More details)
2471,2472,1/8/2015,Ressy,Restaurant Discount app,,Pune,Mohandas Pai & others,Seed Funding,"4,00,000",
2472,2473,3/8/2015,Cuelearn,Tech-enabled learning,,New Delhi,Alok Mittal,Seed Funding,nan,
2473,2474,3/8/2015,Connect India,ECommerce Logistics provider,,New Delhi,Aavishkaar,Private Equity,"50,00,000",Series A
2474,2475,3/8/2015,The Home Salon,on-demand home beauty and wellness portal,,Mumbai,VentureNursery,Seed Funding,nan,
2475,2476,3/8/2015,Jusride,Self Driven Car rental,,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,nan,
2476,2477,3/8/2015,Oyorooms,Budget Hotel accommodation brand,,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,"10,00,00,000",Series B
2477,2478,3/8/2015,Glowship,Energy & Environment Online Marketplace,,Bengaluru,Infuse Ventures,Seed Funding,nan,
2478,2479,3/8/2015,Wizrocket,User Engagment & Analytics platform,,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,"96,00,000",Series B
2479,2480,4/8/2015,Pickingo,On-Demand Delivery Logistics,,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,"13,00,000",Series A
2480,2481,5/8/2015,Grex,fund raising platform for startups,,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,"6,50,000",
2481,2482,5/8/2015,LetsTransport,Logistics Tech Platform,,Bengaluru,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,"13,00,000",
2482,2483,5/8/2015,Zo Rooms,Online budget hotel chain,,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,"3,00,00,000",Series A
2483,2484,5/8/2015,Doormint,Hyperlocal Handyman services,,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,"30,00,000",Series A
2484,2485,5/8/2015,NightStay,hotel booking app,,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,"5,00,000",
2485,2486,5/8/2015,Zocalo,Rental Accomodation finder,,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,nan,
2486,2487,5/8/2015,Sunday Realty Solutions,Tech Platform for property brokers,,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,"7,85,000",
2487,2488,6/8/2015,Klozee,Luxury Apparel rental,,Bengaluru,Tracxn Labs,Seed Funding,nan,
2488,2489,6/8/2015,Appvigil,App security\\xc2\\xa0 testing platform,,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,"5,00,000",pre Series-A
2489,2490,6/8/2015,practo,Doctor Appointment booking app,,Bengaluru,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,"9,00,00,000",Series C
2490,2491,6/8/2015,LoudShout,anonymous bulletin board app,,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,nan,
2491,2492,6/8/2015,Wetravelsolo,Travel community platform,,New Delhi,"CCube Angels, Frontline Strategy",Seed Funding,nan,
2492,2493,6/8/2015,Ketto,Crowd funding platform,,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,"7,00,000",
2493,2494,6/8/2015,Ezetap,Mobile based PoS solution,,Bengaluru,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,"2,50,00,000",Series C
2494,2495,6/8/2015,NDTV ecommerce venture,Car & Bike ecommerce platform,,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,nan,Series A
2495,2496,7/8/2015,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,,Gurgaon,YouWeCan Ventures,Seed Funding,"6,30,000",
2496,2497,7/8/2015,EasyRewardz,Loyalty Programs & Reward Points,,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,"5,00,000",Pre-Series A
2497,2498,7/8/2015,GIBSS,Energy saving solutions provider,,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,nan,Series A
2498,2499,7/8/2015,StoreMore.in,Self-Storage Spaces,,Noida,Bedrock Ventures,Seed Funding,nan,
2499,2500,7/8/2015,iOrderFresh,Grocery retail Mobile app,,New Delhi,Best Foodworks,Seed Funding,nan,
2500,2501,10/8/2015,MyTaxiIndia,Taxi Rental platform,,Gurgaon,"Nihon Kotsu,",Private Equity,"5,00,000",Pre Series-A
2501,2502,10/8/2015,eSadar,ecommerce,,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,"80,000",
2502,2503,10/8/2015,Actionable Analytics,Machine Learning Platform,,New Delhi/ Houston,"B M Gupta, Vinod Singhal",Seed Funding,nan,
2503,2504,10/8/2015,MyPoolin,mobile social network,,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,"2,50,000",QPrize Contest Winners
2504,2505,10/8/2015,NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,,New Delhi,Sequoia Capital,Private Equity,"1,60,00,000",Series A
2505,2506,10/8/2015,Inkmonk,Online printing marketplace,,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,"2,50,000",
2506,2507,10/8/2015,ToneTag,mobile payment software platform,,Bengaluru,Reliance Capital Venture,Private Equity,"10,00,000",Series A
2507,2508,10/8/2015,Grey Orange,Automated Storage & Warehousing Solution,,Gurgaon,Tiger Global Management,Private Equity,"3,00,00,000",Series B
2508,2509,11/8/2015,Livspace,Home Design & D\\xc3\\xa9cor solutions,,Bengaluru,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,"80,00,000",Series A
2509,2510,11/8/2015,WOW! MOMO,Quick Service Restaurant Chain,,Kolkata,Indian Angel Network,Seed Funding,"16,00,000",
2510,2511,11/8/2015,RainCan,Subscription based Online Grocery platform,,Pune,Ajeet Khurana & Others,Seed Funding,"1,00,000",
2511,2512,11/8/2015,Allygrow Technologies,engineering services company,,Mumbai,Zodius Technology Fund,Private Equity,"2,00,00,000",Series A
2512,2513,11/8/2015,Infogain,Business and IT consulting,,New Delhi / US,ChrysCapital,Private Equity,"6,30,00,000",
2513,2514,12/8/2015,OneAssist,Credit Card Fraud protection solutions,,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,"75,00,000",Series B
2514,2515,12/8/2015,BigBasket,Online & mobile Grocery store,,Bengaluru,Bessemer Venture Partners,Private Equity,"5,00,00,000",Series C
